Stage,Config ID,lambda_fin,hybrid_delta,prior_kl_weight,min_allocation,Best Epoch,Best Validation Objective,Seed,Method,CRPS,Direction Brier,Tail Brier,Stress CRPS,Stress Tail Brier,Mean predicted tail probability,Observed tail frequency,Tail calibration gap,Stress predicted tail probability,Stress observed tail frequency,Stress tail calibration gap,Mean pi_D,Mean pi_N,Mean pi_T,"Corr(risk, pi_T)","Corr(dir_unc, pi_D)",Risk monotonic violations,Dir monotonic violations,Delta pi_T risk 0->1,Delta pi_D dir 0->1,CRPS Delta,Direction Brier Delta,Tail Brier Delta,Stress CRPS Delta,Stress Tail Brier Delta,Tail calibration gap Delta,Stress tail calibration gap Delta,CRPS Delta %
Stage1,S1_001,3.0,0.05,0.0,0.0,43,1.3249017000198364,101,monotonic_hybrid,0.7692091464996338,0.23090508580207825,0.07838363945484161,1.2421237230300903,0.1570497304201126,0.05127638578414917,0.08692307770252228,0.03564669191837311,0.1784382164478302,0.19847328960895538,0.020035073161125183,0.37997639179229736,0.29587069153785706,0.3241529166698456,0.9207599356749944,0.6476423501662221,0,0,0.5562986135482788,0.3095923066139221,0.00016421079635620117,-0.00029584765434265137,-0.0004668384790420532,-0.000764012336730957,-0.0020945221185684204,-0.007264949381351471,-0.026598647236824036,0.021352561954787908
Stage1,S1_001,3.0,0.05,0.0,0.0,43,1.2195613384246826,102,monotonic_hybrid,0.7366931438446045,0.21697194874286652,0.07953205704689026,1.4803743362426758,0.1999429315328598,0.04289358854293823,0.08923076838254929,0.04633717983961105,0.16448456048965454,0.2539682686328888,0.08948370814323425,0.38353466987609863,0.2957327961921692,0.3207325041294098,0.925534439500425,0.6399667550091749,0,0,0.5562974214553833,0.30956757068634033,-0.0008208751678466797,-0.00012059509754180908,-0.000963360071182251,-0.01289057731628418,-0.005531996488571167,-0.007110711187124252,-0.026843726634979248,-0.11130299176493635
Stage1,S1_001,3.0,0.05,0.0,0.0,50,1.2728897333145142,103,monotonic_hybrid,0.7085692882537842,0.22196047008037567,0.07862390577793121,1.1722471714019775,0.12863561511039734,0.04315997660160065,0.08538461476564407,0.042224638164043427,0.1504823863506317,0.14159291982650757,0.008889466524124146,0.3860311508178711,0.2953036427497864,0.31866520643234253,0.9188299489338957,0.6417088392241667,0,0,0.5562790632247925,0.30946123600006104,-4.112720489501953e-06,-0.0008590668439865112,-0.0003207474946975708,0.0005877017974853516,0.0006444752216339111,-0.005610581487417221,-0.009992644190788269,-0.0005804226469476625
Stage1,S1_001,3.0,0.05,0.0,0.0,49,1.3652472496032715,104,monotonic_hybrid,0.7192940711975098,0.22715280950069427,0.07222341746091843,1.2340691089630127,0.15036173164844513,0.05870269611477852,0.07999999821186066,0.021297302097082138,0.17845408618450165,0.18110236525535583,0.002648279070854187,0.3830774426460266,0.2949083149433136,0.3220142424106598,0.9196403455665414,0.6683936749479242,0,0,0.5562869906425476,0.30955827236175537,0.0012513995170593262,-0.001094728708267212,-0.00036597251892089844,0.004371166229248047,-0.0006514936685562134,-0.011173158884048462,-0.027867287397384644,0.17427926868617005
Stage1,S1_001,3.0,0.05,0.0,0.0,43,1.3081767559051514,105,monotonic_hybrid,0.7027522921562195,0.22007261216640472,0.07112432271242142,1.1434096097946167,0.12951979041099548,0.05339927226305008,0.07538461685180664,0.02198534458875656,0.1935679167509079,0.1376146674156189,0.055953249335289,0.3904676139354706,0.2948862314224243,0.3146461844444275,0.9175750970571106,0.6707082437881948,0,0,0.5562977194786072,0.30957990884780884,0.0011462569236755371,0.00018735229969024658,0.0001622214913368225,0.00343930721282959,0.0021713674068450928,-0.006522428244352341,0.02195119857788086,0.16337614930801098
Stage1,S1_001,3.0,0.05,0.0,0.0,50,1.2688511610031128,106,monotonic_hybrid,0.7450008392333984,0.22511343657970428,0.07659194618463516,1.19235360622406,0.12210294604301453,0.048385314643383026,0.08384615182876587,0.03546083718538284,0.1875077337026596,0.14851485192775726,0.038992881774902344,0.3858559727668762,0.2975645065307617,0.31657952070236206,0.9181689191264288,0.6670555986046497,0,0,0.5562760233879089,0.3094448447227478,0.0005370974540710449,0.0001443028450012207,-0.0001833885908126831,0.004784584045410156,0.0012377798557281494,-0.006013654172420502,0.029608219861984253,0.07214554906157544
Stage1,S1_001,3.0,0.05,0.0,0.0,42,1.4029899835586548,107,monotonic_hybrid,0.7793172597885132,0.22355477511882782,0.09087521582841873,1.2823420763015747,0.1533174216747284,0.04784481227397919,0.10076922923326492,0.052924416959285736,0.16588319838047028,0.19130434095859528,0.025421142578125,0.3815278112888336,0.2972487211227417,0.3212234675884247,0.9244057776935701,0.6766241940102912,0,0,0.5563018321990967,0.3095809817314148,-0.0007108449935913086,0.00017060339450836182,-0.0007845759391784668,-0.0012369155883789062,-0.0017567873001098633,-0.006852786988019943,-0.022241026163101196,-0.09113068993711172
Stage1,S1_001,3.0,0.05,0.0,0.0,50,1.2713850736618042,108,monotonic_hybrid,0.7349461913108826,0.2230130285024643,0.08303242921829224,1.2913689613342285,0.19072961807250977,0.04999793320894241,0.0930769219994545,0.043078988790512085,0.17948348820209503,0.25,0.07051651179790497,0.38583821058273315,0.29459473490715027,0.31956711411476135,0.9196234282934849,0.6907896837935045,0,0,0.5562764406204224,0.3094489574432373,-0.0003286004066467285,-0.0004067271947860718,-0.0006363093852996826,-0.001873016357421875,-0.004170015454292297,-0.006638143211603165,-0.024705633521080017,-0.04469082992484353
Stage1,S1_001,3.0,0.05,0.0,0.0,40,1.321750283241272,109,monotonic_hybrid,0.725730836391449,0.2213699072599411,0.08140526711940765,1.0611258745193481,0.1366996020078659,0.04587608203291893,0.08769230544567108,0.04181622341275215,0.17274680733680725,0.1599999964237213,0.012746810913085938,0.3848758935928345,0.29688721895217896,0.3182368874549866,0.9195196507626178,0.6976877469862915,0,0,0.5563095808029175,0.3096388280391693,0.000992417335510254,-9.639561176300049e-05,-0.00012509524822235107,0.0046842098236083984,0.00042319297790527344,-0.005111195147037506,0.003643319010734558,0.13693455589162778
Stage1,S1_001,3.0,0.05,0.0,0.0,44,1.344976782798767,110,monotonic_hybrid,0.7094935774803162,0.21960629522800446,0.07488099485635757,1.256110668182373,0.1577884703874588,0.052732501178979874,0.08538461476564407,0.0326521135866642,0.17500682175159454,0.19658119976520538,0.02157437801361084,0.38150033354759216,0.2955509126186371,0.32294875383377075,0.9296855018035101,0.6677250389202161,0,0,0.5562936067581177,0.309545636177063,0.00012373924255371094,0.00033214688301086426,-0.000895574688911438,-0.0010492801666259766,-0.001989200711250305,-0.009254910051822662,-0.026592299342155457,0.01744354438033447
