method,ticker,as_of_date,as_of_price,step_ahead,forecast_date,predicted_price,upper_corridor,lower_corridor,corridor_width,confidence_level,actual_price,prediction_error,abs_pct_error,within_corridor
mle_gbm,BZ=F,2025-09-11,66.37000274658203,0,2025-09-11,66.37000274658203,66.37000274658203,66.37000274658203,0.0,0.9,66.37000274658203,0.0,0.0,True
mle_gbm,BZ=F,2025-09-11,66.37000274658203,1,2025-09-12,66.38089310039024,69.11067291219523,63.75893596642844,5.351736945766788,0.9,66.98999786376953,0.6091047633792925,0.90924732467967,True
mle_gbm,BZ=F,2025-09-11,66.37000274658203,2,2025-09-15,66.39178524114736,70.28553509549486,62.713745317835205,7.57178977765966,0.9,67.44000244140625,1.0482172002588896,1.5542959109018568,True
mle_gbm,BZ=F,2025-09-11,66.37000274658203,3,2025-09-16,66.40267916914665,71.20328135123279,61.925738774457216,9.277542576775573,0.9,68.47000122070312,2.0673220515564736,3.0193106684674365,True
mle_gbm,BZ=F,2025-09-11,66.37000274658203,4,2025-09-17,66.41357488468135,71.98813438796329,61.27069365615725,10.717440731806036,0.9,67.94999694824219,1.5364220635608348,2.261106891191083,True
mle_gbm,BZ=F,2025-09-11,66.37000274658203,5,2025-09-18,66.42447238804478,72.68818808325462,60.70051611379451,11.98767196946011,0.9,67.44000244140625,1.0155300533614735,1.5058274267468987,True
mle_gbm,BZ=F,2025-09-11,66.37000274658203,6,2025-09-19,66.43537167953022,73.32809676844236,60.190551844471116,13.137544923971248,0.9,66.68000030517578,0.24462862564556076,0.3668695628763703,True
mle_gbm,BZ=F,2025-09-11,66.37000274658203,7,2025-09-22,66.4462727594312,73.92249975831476,59.72616156184735,14.196338196467408,0.9,66.56999969482422,0.12372693539302304,0.18585990079648856,True
mle_gbm,BZ=F,2025-09-12,66.98999786376953,0,2025-09-12,66.98999786376953,66.98999786376953,66.98999786376953,0.0,0.9,66.98999786376953,0.0,0.0,True
mle_gbm,BZ=F,2025-09-12,66.98999786376953,1,2025-09-15,67.00126194641604,69.75601520166074,64.35529738094013,5.400717820720615,0.9,67.44000244140625,0.4387404949902134,0.6505641742397672,True
mle_gbm,BZ=F,2025-09-12,66.98999786376953,2,2025-09-16,67.01252792307002,70.94190939706657,63.300789854775566,7.641119542291001,0.9,68.47000122070312,1.4574732976331006,2.1286304537006604,True
mle_gbm,BZ=F,2025-09-12,66.98999786376953,3,2025-09-17,67.0237957940499,71.86834178547502,62.50581397928396,9.362527806191068,0.9,67.94999694824219,0.9262011541922845,1.3630628341275366,True
mle_gbm,BZ=F,2025-09-12,66.98999786376953,4,2025-09-18,67.03506555967434,72.6606704114131,61.84501173944568,10.815658671967412,0.9,67.44000244140625,0.40493688173191345,0.6004401943545803,True
mle_gbm,BZ=F,2025-09-12,66.98999786376953,5,2025-09-19,67.04633722026182,73.36742850005234,61.26984993960718,12.097578560445164,0.9,66.68000030517578,-0.3663369150860376,0.5493954910159203,True
mle_gbm,BZ=F,2025-09-12,66.98999786376953,6,2025-09-22,67.057610776131,74.0134955039332,60.75544915675706,13.25804634717614,0.9,66.56999969482422,-0.4876110813067811,0.7324787194564049,True
mle_gbm,BZ=F,2025-09-12,66.98999786376953,7,2025-09-23,67.06888622760056,74.61364435209262,60.287036491398375,14.326607860694246,0.9,67.62999725341797,0.5611110258174108,0.8296777297134263,True
mle_gbm,BZ=F,2025-09-15,67.44000244140625,0,2025-09-15,67.44000244140625,67.44000244140625,67.44000244140625,0.0,0.9,67.44000244140625,0.0,0.0,True
mle_gbm,BZ=F,2025-09-15,67.44000244140625,1,2025-09-16,67.45153776948547,70.22422013227609,64.78832999353183,5.435890138744256,0.9,68.47000122070312,1.0184634512176558,1.4874593735361366,True
mle_gbm,BZ=F,2025-09-15,67.44000244140625,2,2025-09-17,67.46307507063388,71.41803517886095,63.727131201351135,7.690903977509812,0.9,67.94999694824219,0.4869218776083102,0.7165885202014074,True
mle_gbm,BZ=F,2025-09-15,67.44000244140625,3,2025-09-18,67.47461434518908,72.35070386868583,62.92714980762623,9.423554061059598,0.9,67.44000244140625,-0.03461190378283163,0.0513225126480436,True
mle_gbm,BZ=F,2025-09-15,67.44000244140625,4,2025-09-19,67.48615559348848,73.1483995150254,62.26221252938036,10.88618698564504,0.9,66.68000030517578,-0.806155288312695,1.2089911287089785,True
mle_gbm,BZ=F,2025-09-15,67.44000244140625,5,2025-09-22,67.49769881586973,73.85997083286138,61.68347068194154,12.176500150919836,0.9,66.56999969482422,-0.9276991210455066,1.393569363524625,True
mle_gbm,BZ=F,2025-09-15,67.44000244140625,6,2025-09-23,67.50924401267051,74.51045893159454,61.16588318622986,13.34457574536468,0.9,67.62999725341797,0.12075324074746163,0.17854982352724974,True
mle_gbm,BZ=F,2025-09-15,67.44000244140625,7,2025-09-24,67.52079118422859,75.11473268721114,60.69458119659147,14.420151490619673,0.9,69.30999755859375,1.7892063743651647,2.5814549666555586,True
mle_gbm,BZ=F,2025-09-16,68.47000122070312,0,2025-09-16,68.47000122070312,68.47000122070312,68.47000122070312,0.0,0.9,68.47000122070312,0.0,0.0,True
mle_gbm,BZ=F,2025-09-16,68.47000122070312,1,2025-09-17,68.48216845084387,71.29681717343004,65.77863615316467,5.518181020265374,0.9,67.94999694824219,-0.5321715026016847,0.7831810544554433,True
mle_gbm,BZ=F,2025-09-16,68.47000122070312,2,2025-09-18,68.49433784312117,72.50918084572935,64.7017972323975,7.807383613331851,0.9,67.44000244140625,-1.0543354017149227,1.563367976789382,True
mle_gbm,BZ=F,2025-09-16,68.47000122070312,3,2025-09-19,68.50650939791913,73.45645727719547,63.89011945099845,9.566337826197021,0.9,66.68000030517578,-1.8265090927433505,2.739215783419207,True
mle_gbm,BZ=F,2025-09-16,68.47000122070312,4,2025-09-22,68.51868311562215,74.26672714350084,63.21552216549901,11.051204978001834,0.9,66.56999969482422,-1.9486834207979342,2.927269685641058,True
mle_gbm,BZ=F,2025-09-16,68.47000122070312,5,2025-09-23,68.53085899661448,74.98957725349442,62.62841859926615,12.36115865422827,0.9,67.62999725341797,-0.9008617431965149,1.3320446248443194,True
mle_gbm,BZ=F,2025-09-16,68.47000122070312,6,2025-09-24,68.54303704128058,75.65042691048703,62.1033894812176,13.54703742926943,0.9,69.30999755859375,0.7669605173131657,1.106565494631258,True
mle_gbm,BZ=F,2025-09-16,68.47000122070312,7,2025-09-25,68.555217250005,76.26436945401099,61.62534150406202,14.639027949948968,0.9,69.41999816894531,0.864780918940312,1.2457230506340855,True
mle_gbm,BZ=F,2025-09-17,67.94999694824219,0,2025-09-17,67.94999694824219,67.94999694824219,67.94999694824219,0.0,0.9,67.94999694824219,0.0,0.0,True
mle_gbm,BZ=F,2025-09-17,67.94999694824219,1,2025-09-18,67.96183644580928,70.75453092591317,65.2793701356493,5.475160790263871,0.9,67.44000244140625,-0.5218340044030327,0.7737751861091889,True
mle_gbm,BZ=F,2025-09-17,67.94999694824219,2,2025-09-19,67.97367800627133,71.95718473053479,64.2106958325677,7.746488897967097,0.9,66.68000030517578,-1.2936777010955467,1.9401285170587048,True
mle_gbm,BZ=F,2025-09-17,67.94999694824219,3,2025-09-22,67.98552162998764,72.89681122955425,63.40512120271769,9.491690026836558,0.9,66.56999969482422,-1.4155219351634258,2.126366143386781,True
mle_gbm,BZ=F,2025-09-17,67.94999694824219,4,2025-09-23,67.99736731731781,73.70049402646525,62.73556267378516,10.96493135268009,0.9,67.62999725341797,-0.36737006389984117,0.5432057944986455,True
mle_gbm,BZ=F,2025-09-17,67.94999694824219,5,2025-09-24,68.00921506862143,74.41743410042345,62.15281929780598,12.264614802617466,0.9,69.30999755859375,1.3007824899723204,1.8767602594021968,True
mle_gbm,BZ=F,2025-09-17,67.94999694824219,6,2025-09-25,68.02106488425801,75.07285306247365,61.63166949493825,13.441183567535404,0.9,69.41999816894531,1.3989332846873026,2.0151733240942495,True
mle_gbm,BZ=F,2025-09-17,67.94999694824219,7,2025-09-26,68.03291676458731,75.68172692129144,61.157137287721454,14.524589633569988,0.9,70.12999725341797,2.097080488830656,2.99027601734071,True
mle_gbm,BZ=F,2025-09-18,67.44000244140625,0,2025-09-18,67.44000244140625,67.44000244140625,67.44000244140625,0.0,0.9,67.44000244140625,0.0,0.0,True
mle_gbm,BZ=F,2025-09-18,67.44000244140625,1,2025-09-19,67.45152241503128,70.22268180954374,64.78971977238173,5.432962037162014,0.9,66.68000030517578,-0.7715221098554963,1.1570517491368546,True
mle_gbm,BZ=F,2025-09-18,67.44000244140625,2,2025-09-22,67.46304435647637,71.41581316508298,63.72905596304444,7.686757202038542,0.9,66.56999969482422,-0.893044661652155,1.3415121912965682,True
mle_gbm,BZ=F,2025-09-18,67.44000244140625,3,2025-09-23,67.47456826607778,72.34793787241456,62.92946967918386,9.418468193230702,0.9,67.62999725341797,0.15542898734018706,0.22982255456521078,True
mle_gbm,BZ=F,2025-09-18,67.44000244140625,4,2025-09-24,67.48609414417155,73.14516149019089,62.26485539233853,10.880306097852355,0.9,69.30999755859375,1.8239034144222046,2.6315156235293484,True
mle_gbm,BZ=F,2025-09-18,67.44000244140625,5,2025-09-25,67.49762199109401,73.8563065292081,61.68639062191494,12.16991590729316,0.9,69.41999816894531,1.922376177851305,2.7691965262990608,True
mle_gbm,BZ=F,2025-09-18,67.44000244140625,6,2025-09-26,67.50915180718148,74.50640067931708,61.169047708276004,13.337352971041078,0.9,70.12999725341797,2.620845446236487,3.7371246953938146,True
mle_gbm,BZ=F,2025-09-18,67.44000244140625,7,2025-09-29,67.52068359277037,75.11030485604704,60.69796576611774,14.412339089929297,0.9,67.97000122070312,0.4493176279327571,0.6610528466430254,True
mle_gbm,BZ=F,2025-09-19,66.68000030517578,0,2025-09-19,66.68000030517578,66.68000030517578,66.68000030517578,0.0,0.9,66.68000030517578,0.0,0.0,True
mle_gbm,BZ=F,2025-09-19,66.68000030517578,1,2025-09-22,66.6910502252481,69.43048357180506,64.05970333688882,5.370780234916239,0.9,66.56999969482422,-0.12105053042388647,0.18183946369057605,True
mle_gbm,BZ=F,2025-09-19,66.68000030517578,2,2025-09-23,66.70210197646526,70.60959124286572,63.01085064740844,7.598740595457279,0.9,67.62999725341797,0.9278952769527109,1.372017321656502,True
mle_gbm,BZ=F,2025-09-19,66.68000030517578,3,2025-09-24,66.71315555913058,71.53066999142811,62.22009559242348,9.31057439900463,0.9,69.30999755859375,2.596841999463166,3.746706234216543,True
mle_gbm,BZ=F,2025-09-19,66.68000030517578,4,2025-09-25,66.72421097354767,72.31838414045257,61.56277387774387,10.755610262708693,0.9,69.41999816894531,2.695787195397642,3.88330058557044,True
mle_gbm,BZ=F,2025-09-19,66.68000030517578,5,2025-09-26,66.73526822001998,73.02099848867215,60.99062073341685,12.030377755255302,0.9,70.12999725341797,3.3947290333979936,4.840623365677577,True
mle_gbm,BZ=F,2025-09-19,66.68000030517578,6,2025-09-29,66.7463272988512,73.66325496046775,60.47889426385292,13.184360696614831,0.9,67.97000122070312,1.2236739218519261,1.8003146974774582,True
mle_gbm,BZ=F,2025-09-19,66.68000030517578,7,2025-09-30,66.75738821034489,74.25984486667822,60.012903187014736,14.246941679663486,0.9,67.0199966430664,0.262608432721521,0.3918359383395901,True
mle_gbm,BZ=F,2025-09-22,66.56999969482422,0,2025-09-22,66.56999969482422,66.56999969482422,66.56999969482422,0.0,0.9,66.56999969482422,0.0,0.0,True
mle_gbm,BZ=F,2025-09-22,66.56999969482422,1,2025-09-23,66.58097776878685,69.31527464410242,63.95454138224158,5.360733261860837,0.9,67.62999725341797,1.049019484631117,1.5511156694274453,True
mle_gbm,BZ=F,2025-09-22,66.56999969482422,2,2025-09-24,66.59195765314614,70.49210990454277,62.9075910776879,7.584518826854875,0.9,69.30999755859375,2.718039905447611,3.921569760769096,True
mle_gbm,BZ=F,2025-09-22,66.56999969482422,3,2025-09-25,66.60293934820075,71.41139723314038,62.118257052691945,9.293140180448432,0.9,69.41999816894531,2.8170588207445633,4.057993222484354,True
mle_gbm,BZ=F,2025-09-22,66.56999969482422,4,2025-09-26,66.61392285424917,72.19756811586566,61.4621078498172,10.735460266048463,0.9,70.12999725341797,3.516074399168801,5.013652555073265,True
mle_gbm,BZ=F,2025-09-22,66.56999969482422,5,2025-09-29,66.62490817159015,72.89879725485537,60.890968795471736,12.007828459383632,0.9,67.97000122070312,1.3450930491129753,1.9789510445135474,True
mle_gbm,BZ=F,2025-09-22,66.56999969482422,6,2025-09-30,66.63589530052228,73.53978041188593,60.3801441564339,13.159636255452028,0.9,67.0199966430664,0.38410134254412753,0.5731145356359324,True
mle_gbm,BZ=F,2025-09-22,66.56999969482422,7,2025-10-01,66.64688424134442,74.13518150092776,59.91497004729903,14.220211453628728,0.9,65.3499984741211,-1.2968857672233298,1.9845230260210376,True
