ticker,as_of_date,as_of_price,tau,step_ahead,forecast_date,frechet_predicted_price,upper_corridor,lower_corridor,corridor_width,manifold_x1,manifold_x2,manifold_x3,mean_scenario_energy,k_scenarios_used,actual_price,prediction_error,abs_pct_error,within_corridor,lookback_period
BZ=F,2026-09-02,95.62999725341797,4,0,2026-09-02,95.62999725341795,96.7844702045234,94.48929518716643,2.295175017356968,4.560486549640526,4.496470735042924,4.547435128870579,0.6135945554368356,9,95.62999725341797,1.4210854715202004e-14,1.486024795916648e-14,True,7y
BZ=F,2026-09-02,95.62999725341797,4,1,2026-09-03,95.89571171957105,97.05339245246779,94.5671958550049,2.486196597462893,4.563261264722453,4.49751120304275,4.54013321980835,0.6135945554368356,9,95.5199966430664,-0.3757150765046475,0.3933365679529888,True,7y
BZ=F,2026-09-02,95.62999725341797,4,2,2026-09-04,96.12822858149677,97.28871632511691,93.62367879886416,3.665037526252746,4.56568301458553,4.498656929527996,4.531861943264865,0.6135945554368356,9,96.27999877929688,0.15177019780010426,0.15763419165387388,True,7y
BZ=F,2026-09-02,95.62999725341797,4,3,2026-09-07,96.33146785188285,97.49440915868402,92.77104552761271,4.723363631071308,4.567795034397474,4.499484937962402,4.523455104366132,0.6135945554368356,9,,,,,7y
BZ=F,2026-09-02,95.62999725341797,4,4,2026-09-08,102.85245830786359,105.29838162939976,93.63514012226129,11.663241507138466,4.633295517688514,4.532704243433333,4.530514923296504,0.6135945554368356,9,97.91999816894531,-4.932460138918273,5.037234713187087,True,7y
BZ=F,2026-09-02,95.62999725341797,4,5,2026-09-09,94.7878114772965,98.11646837807741,91.8479646219641,6.268503756113319,4.551640830080434,4.494576131909525,4.509022849689996,0.6135945554368356,9,101.20999908447266,6.422187607176156,6.345408225738665,False,7y
BZ=F,2026-09-02,95.62999725341797,4,6,2026-09-10,94.3583848704792,98.51669747164522,90.9192459167616,7.5974515548836195,4.547100137717264,4.493876502983925,4.500558603440024,0.6135945554368356,9,107.62999725341797,13.27161238293877,12.330774618241763,False,7y
BZ=F,2026-09-02,95.62999725341797,4,7,2026-09-11,93.88166902422448,98.69859144001364,89.75341441190146,8.945177028112184,4.542035149097314,4.492658274432736,4.490917002846059,0.6135945554368356,9,104.61000061035156,10.728331586127084,10.255550639070997,False,7y
BZ=F,2026-09-03,95.5199966430664,4,0,2026-09-03,95.51999664306642,96.67314163502826,94.38060669568054,2.2925349393477177,4.559335614500514,4.492113436359481,4.523634678139513,0.5215993346903012,9,95.5199966430664,-1.4210854715202004e-14,1.4877360986835357e-14,True,7y
BZ=F,2026-09-03,95.5199966430664,4,1,2026-09-04,96.00247692620485,97.1614465595169,94.85733181546323,2.3041147440536776,4.564373992449622,4.497407798088469,4.5226546753745875,0.5215993346903012,9,96.27999877929688,0.2775218530920256,0.2882445540201868,True,7y
BZ=F,2026-09-03,95.5199966430664,4,2,2026-09-07,96.44920558513135,97.61356825585874,95.29873176667326,2.314836489185481,4.5690165027717455,4.5028047292705065,4.521794809478572,0.5215993346903012,9,,,,,7y
BZ=F,2026-09-03,95.5199966430664,4,3,2026-09-08,96.85741928046754,98.0267100248441,95.70207617183777,2.3246338530063326,4.573239992809141,4.508257396078381,4.520718214248683,0.5215993346903012,9,97.91999816894531,1.0625788884777734,1.0851500289496159,True,7y
BZ=F,2026-09-03,95.5199966430664,4,4,2026-09-09,97.08040272824094,98.25238539321138,95.72419247228409,2.528192920927296,4.575539529265957,4.508170883609862,4.520499054414301,0.5215993346903012,9,101.20999908447266,4.1295963562317155,4.08022566306422,False,7y
