ticker,as_of_date,as_of_price,tau,step_ahead,forecast_date,frechet_predicted_price,upper_corridor,lower_corridor,corridor_width,manifold_x1,manifold_x2,manifold_x3,mean_scenario_energy,k_scenarios_used,actual_price,prediction_error,abs_pct_error,within_corridor
BZ=F,2026-08-12,88.9800033569336,4,0,2026-08-12,88.98000335693358,90.054195660763,87.91862432734573,2.135571333417275,4.488411663104728,4.412677047975798,4.501142146040984,0.5069237870849828,9,88.9800033569336,1.4210854715202004e-14,1.5970840839594832e-14,True
BZ=F,2026-08-12,88.9800033569336,4,1,2026-08-13,89.00311080599067,90.07758206962008,87.94145614411545,2.136125925504629,4.488671321997602,4.408309453071897,4.492697726068665,0.5069237870849828,9,87.06999969482422,-1.933111111166454,2.220180450145753,False
BZ=F,2026-08-12,88.9800033569336,4,2,2026-08-14,88.94018783696329,90.01389947633429,87.32905367638992,2.6848457999443696,4.487964097031785,4.405540196811192,4.483447185081307,0.5069237870849828,9,88.5199966430664,-0.4201911938968834,0.47468505403495875,True
BZ=F,2026-08-12,88.9800033569336,4,3,2026-08-17,88.89019093615566,90.16988483759886,86.72967448882403,3.4402103487748263,4.487401798256178,4.404191954123245,4.475006031725503,0.5069237870849828,9,90.87000274658203,1.9798118104263693,2.1787297794495086,False
BZ=F,2026-08-12,88.9800033569336,4,4,2026-08-18,88.96576452797107,90.34284234535006,86.18634395975795,4.156498385592116,4.4882516275032955,4.40332074842164,4.469172708348547,0.5069237870849828,9,91.0199966430664,2.0542321150953313,2.256901989516625,False
BZ=F,2026-08-12,88.9800033569336,4,5,2026-08-19,89.13615050326841,90.44536016160374,85.63268475090996,4.812675410693785,4.490164981744863,4.402914779875909,4.467339885969924,0.5069237870849828,9,91.62000274658203,2.4838522433136205,2.7110370758052427,False
BZ=F,2026-08-12,88.9800033569336,4,6,2026-08-20,89.14932689170661,90.55543400896057,85.35402252244656,5.201411486514019,4.49031279399132,4.399963974913016,4.45901883881645,0.5069237870849828,9,93.77999877929688,4.6306718875902675,4.937803313996787,False
BZ=F,2026-08-12,88.9800033569336,4,7,2026-08-21,87.86967192698233,90.09995599511417,84.47814181670593,5.621814178408243,4.475854715882736,4.4075357335076895,4.4531893266041,0.5069237870849828,9,94.38999938964844,6.520327462666103,6.907858358754448,False
BZ=F,2026-08-13,87.06999969482422,4,0,2026-08-13,87.0699996948242,88.12113388270939,86.03140373735275,2.08973014535664,4.4667123893355765,4.425445291567528,4.428074908092498,0.7597503836104033,9,87.06999969482422,1.4210854715202004e-14,1.632118383485736e-14,True
BZ=F,2026-08-13,87.06999969482422,4,1,2026-08-14,87.70626397331118,88.76507932736142,86.66007847283024,2.105000854531184,4.473993321836742,4.43233847088414,4.43014284398215,0.7597503836104033,9,88.5199966430664,0.8137326697552254,0.9192642347653811,True
BZ=F,2026-08-13,87.06999969482422,4,2,2026-08-17,88.07507463083432,89.13834237367908,86.81868765768057,2.31965471599851,4.478189571582427,4.437234616453942,4.430915166366605,0.7597503836104033,9,90.87000274658203,2.794928115747709,3.0757434040606286,False
BZ=F,2026-08-13,87.06999969482422,4,3,2026-08-18,88.67193070031729,89.74240386204431,86.69210881434854,3.0502950476957693,4.484943387151903,4.444613978852898,4.432155927604034,0.7597503836104033,9,91.0199966430664,2.348065942749116,2.579725367335513,False
BZ=F,2026-08-13,87.06999969482422,4,4,2026-08-19,90.09855297936193,91.18624873734436,87.02086597913595,4.165382758208409,4.500904104322862,4.452816044634619,4.425897972707737,0.7597503836104033,9,91.62000274658203,1.5214497672201048,1.6606087334753588,False
BZ=F,2026-08-13,87.06999969482422,4,5,2026-08-20,90.32232571963475,91.4127229267781,86.69888863603849,4.713834290739612,4.503384669284408,4.460411267613338,4.428583762303331,0.7597503836104033,9,93.77999877929688,3.4576730596621275,3.687004803443709,False
BZ=F,2026-08-13,87.06999969482422,4,6,2026-08-21,89.37646678821825,91.87312755523607,86.67961572116731,5.193511834068758,4.492857412495931,4.456442706168573,4.426179710420239,0.7597503836104033,9,94.38999938964844,5.013532601430185,5.311508246476384,False
BZ=F,2026-08-13,87.06999969482422,4,7,2026-08-24,89.75106738623683,92.67633843765495,86.66512309466155,6.011215342993395,4.49703992018053,4.464344102998554,4.426470952271138,0.7597503836104033,9,92.16999816894531,2.418930782708486,2.624423164547151,True
BZ=F,2026-08-14,88.5199966430664,4,0,2026-08-14,88.51999664306634,89.58863561296562,87.46410470564693,2.124530907318686,4.483228477259964,4.474149937465591,4.373994470667539,1.039465246243808,9,88.5199966430664,7.105427357601002e-14,8.026917789267173e-14,True
BZ=F,2026-08-14,88.5199966430664,4,1,2026-08-17,88.73411153074586,89.80533535741975,87.67566556946569,2.1296697879540574,4.485644387322956,4.485034248962906,4.386464299224455,1.039465246243808,9,90.87000274658203,2.1358912158361676,2.3504909775261416,False
