Stage,Config ID,Seed,lambda_fin,hybrid_delta,prior_kl_weight,min_allocation,CRPS,Direction Brier,Tail Brier,Stress CRPS,Stress Tail Brier,Mean predicted tail probability,Observed tail frequency,Stress predicted tail probability,Stress observed tail frequency,Mean pi_D,Mean pi_N,Mean pi_T,Risk monotonic violations,Dir monotonic violations,Delta pi_T risk 0->1,Delta pi_D dir 0->1,Baseline CRPS,Baseline Direction Brier,Baseline Tail Brier,Baseline Stress CRPS,Baseline Stress Tail Brier,CRPS Delta,CRPS Delta %,Direction Brier Delta,Tail Brier Delta,Stress CRPS Delta,Stress Tail Brier Delta
Stage2,S2_02,102,2.5,0.5,0.02,0.05,0.7366483211517334,0.21716129779815674,0.0793684720993042,1.4777458906173706,0.19894671440124512,0.044247813522815704,0.08923076838254929,0.1701396405696869,0.2539682686328888,0.26422247290611267,0.29024726152420044,0.4455302953720093,0,0,0.44843703508377075,0.2023531049489975,0.7375140190124512,0.21709254384040833,0.08049541711807251,1.49326491355896,0.20547492802143097,-0.0008656978607177734,-0.11738052950870866,6.875395774841309e-05,-0.0011269450187683105,-0.015519022941589355,-0.006528213620185852
Stage2,S2_02,103,2.5,0.5,0.02,0.05,0.7087476253509521,0.2221100777387619,0.07847034186124802,1.172542929649353,0.1283382922410965,0.04517652466893196,0.08538461476564407,0.15610837936401367,0.14159291982650757,0.26521408557891846,0.2902853488922119,0.4445006251335144,0,0,0.4481855630874634,0.20193427801132202,0.7085734009742737,0.22281953692436218,0.07894465327262878,1.1716594696044922,0.12799113988876343,0.0001742243766784668,0.024588049232290108,-0.0007094591856002808,-0.0004743114113807678,0.0008834600448608398,0.00034715235233306885
Stage2,S2_03,101,2.5,0.5,0.05,0.05,0.7695083618164062,0.23113830387592316,0.07824700325727463,1.2418349981307983,0.1567566990852356,0.054267074912786484,0.08692307770252228,0.18674424290657043,0.19847328960895538,0.26267826557159424,0.2894451320171356,0.44787663221359253,0,0,0.44902169704437256,0.20319350063800812,0.7690449357032776,0.2312009334564209,0.07885047793388367,1.2428877353668213,0.15914425253868103,0.0004634261131286621,0.06025995252213284,-6.26295804977417e-05,-0.0006034746766090393,-0.0010527372360229492,-0.0023875534534454346
Stage2,S2_03,102,2.5,0.5,0.05,0.05,0.7366482019424438,0.21715973317623138,0.07936939597129822,1.4777615070343018,0.1989525556564331,0.04424038901925087,0.08923076838254929,0.17010833323001862,0.2539682686328888,0.26493388414382935,0.2900571823120117,0.4450090229511261,0,0,0.44876375794410706,0.2028626799583435,0.7375140190124512,0.21709254384040833,0.08049541711807251,1.49326491355896,0.20547492802143097,-0.0008658170700073242,-0.11739669317292081,6.718933582305908e-05,-0.001126021146774292,-0.015503406524658203,-0.006522372364997864
Stage2,S2_03,103,2.5,0.5,0.05,0.05,0.7087454795837402,0.22210869193077087,0.07847082614898682,1.1725447177886963,0.12833909690380096,0.04516816884279251,0.08538461476564407,0.1560812145471573,0.14159291982650757,0.26593178510665894,0.2900833487510681,0.4439849257469177,0,0,0.44850969314575195,0.202443927526474,0.7085734009742737,0.22281953692436218,0.07894465327262878,1.1716594696044922,0.12799113988876343,0.00017207860946655273,0.024285220025186977,-0.0007108449935913086,-0.0004738271236419678,0.0008852481842041016,0.0003479570150375366
Stage2,S2_04,101,2.5,0.35,0.0,0.05,0.7693723440170288,0.2310580462217331,0.07829519361257553,1.2418816089630127,0.15686969459056854,0.053099166601896286,0.08692307770252228,0.18337813019752502,0.19847328960895538,0.29636332392692566,0.2966807782649994,0.40695592761039734,0,0,0.4636475145816803,0.22532394528388977,0.7690449357032776,0.2312009334564209,0.07885047793388367,1.2428877353668213,0.15914425253868103,0.0003274083137512207,0.04257336581402903,-0.00014288723468780518,-0.000555284321308136,-0.0010061264038085938,-0.002274557948112488
Stage2,S2_04,102,2.5,0.35,0.0,0.05,0.7366647124290466,0.2170926183462143,0.07944083958864212,1.4788947105407715,0.19939371943473816,0.043629445135593414,0.08923076838254929,0.16757416725158691,0.2539682686328888,0.2990694046020508,0.2970888614654541,0.4038417339324951,0,0,0.4635861814022064,0.2252155989408493,0.7375140190124512,0.21709254384040833,0.08049541711807251,1.49326491355896,0.20547492802143097,-0.000849306583404541,-0.1151580256795366,7.450580596923828e-08,-0.0010545775294303894,-0.014370203018188477,-0.00608120858669281
Stage2,S2_04,103,2.5,0.35,0.0,0.05,0.7086226940155029,0.2220594882965088,0.0785098597407341,1.1723192930221558,0.1282593458890915,0.04439844563603401,0.08538461476564407,0.15345893800258636,0.14159291982650757,0.300462931394577,0.2970225512981415,0.4025145471096039,0,0,0.4634472727775574,0.2249356359243393,0.7085734009742737,0.22281953692436218,0.07894465327262878,1.1716594696044922,0.12799113988876343,4.929304122924805e-05,0.006956659840952418,-0.0007600486278533936,-0.00043479353189468384,0.0006598234176635742,0.00026820600032806396
Stage2,S2_05,101,2.5,0.35,0.02,0.05,0.7693716883659363,0.23105740547180176,0.07829556614160538,1.2418828010559082,0.15687061846256256,0.0530916228890419,0.08692307770252228,0.18335595726966858,0.19847328960895538,0.2966395318508148,0.2966112196445465,0.40674927830696106,0,0,0.4637426733970642,0.22549624741077423,0.7690449357032776,0.2312009334564209,0.07885047793388367,1.2428877353668213,0.15914425253868103,0.0003267526626586914,0.042488110575734046,-0.00014352798461914062,-0.0005549117922782898,-0.001004934310913086,-0.0022736340761184692
Stage2,S2_05,102,2.5,0.35,0.02,0.05,0.7366647720336914,0.2170921415090561,0.079441137611866,1.4788999557495117,0.19939564168453217,0.0436270646750927,0.08923076838254929,0.16756406426429749,0.2539682686328888,0.29928815364837646,0.2970176637172699,0.403694212436676,0,0,0.463657021522522,0.22535136342048645,0.7375140190124512,0.21709254384040833,0.08049541711807251,1.49326491355896,0.20547492802143097,-0.0008492469787597656,-0.11514994384743053,-4.023313522338867e-07,-0.0010542795062065125,-0.014364957809448242,-0.006079286336898804
Stage2,S2_05,103,2.5,0.35,0.02,0.05,0.7086220383644104,0.22205908596515656,0.07851000130176544,1.172320008277893,0.12825965881347656,0.044396139681339264,0.08538461476564407,0.15345081686973572,0.14159291982650757,0.3006802499294281,0.2969489097595215,0.4023708999156952,0,0,0.46351659297943115,0.22506935894489288,0.7085734009742737,0.22281953692436218,0.07894465327262878,1.1716594696044922,0.12799113988876343,4.863739013671875e-05,0.006864128694337573,-0.0007604509592056274,-0.0004346519708633423,0.0006605386734008789,0.00026851892471313477
Stage2,S2_06,101,2.5,0.35,0.05,0.05,0.7693706750869751,0.2310563027858734,0.0782962441444397,1.2418848276138306,0.15687231719493866,0.05307785049080849,0.08692307770252228,0.18331536650657654,0.19847328960895538,0.2971264123916626,0.29651325941085815,0.40636032819747925,0,0,0.46391600370407104,0.22579960525035858,0.7690449357032776,0.2312009334564209,0.07885047793388367,1.2428877353668213,0.15914425253868103,0.00032573938369750977,0.042356352480187265,-0.00014463067054748535,-0.0005542337894439697,-0.0010029077529907227,-0.0022719353437423706
Stage2,S2_06,102,2.5,0.35,0.05,0.05,0.7366648316383362,0.217091366648674,0.07944165915250778,1.478908658027649,0.199398934841156,0.043622937053442,0.08923076838254929,0.16754667460918427,0.2539682686328888,0.2996584475040436,0.29690438508987427,0.40343722701072693,0,0,0.46377885341644287,0.22558115422725677,0.7375140190124512,0.21709254384040833,0.08049541711807251,1.49326491355896,0.20547492802143097,-0.0008491873741149902,-0.11514186201532445,-1.1771917343139648e-06,-0.0010537579655647278,-0.014356255531311035,-0.006075993180274963
Stage2,S2_06,103,2.5,0.35,0.05,0.05,0.7086209654808044,0.2220584750175476,0.07851023972034454,1.1723212003707886,0.12826012074947357,0.044392067939043045,0.08538461476564407,0.153436541557312,0.14159291982650757,0.30105066299438477,0.2968299388885498,0.4021194279193878,0,0,0.46363648772239685,0.22529715299606323,0.7085734009742737,0.22281953692436218,0.07894465327262878,1.1716594696044922,0.12799113988876343,4.756450653076172e-05,0.00671271409078601,-0.0007610619068145752,-0.0004344135522842407,0.0006617307662963867,0.00026898086071014404
Stage2,S2_07,101,2.0,0.5,0.0,0.05,0.7693604230880737,0.23117677867412567,0.07830609381198883,1.2412335872650146,0.15693344175815582,0.052823860198259354,0.08692307770252228,0.18213994801044464,0.19847328960895538,0.2612892687320709,0.2897183895111084,0.44899237155914307,0,0,0.44834205508232117,0.2021920084953308,0.7690449357032776,0.2312009334564209,0.07885047793388367,1.2428877353668213,0.15914425253868103,0.0003154873847961426,0.04102327057230214,-2.415478229522705e-05,-0.0005443841218948364,-0.0016541481018066406,-0.0022108107805252075
Stage2,S2_07,102,2.0,0.5,0.0,0.05,0.7366387248039246,0.21714092791080475,0.07950817048549652,1.4796054363250732,0.19975554943084717,0.043053336441516876,0.08923076838254929,0.16573520004749298,0.2539682686328888,0.26383718848228455,0.2903610169887543,0.44580191373825073,0,0,0.44826436042785645,0.20207682251930237,0.7375140190124512,0.21709254384040833,0.08049541711807251,1.49326491355896,0.20547492802143097,-0.0008752942085266113,-0.11868170447778757,4.838407039642334e-05,-0.0009872466325759888,-0.013659477233886719,-0.005719378590583801
