Stage,Config ID,Seed,lambda_fin,hybrid_delta,prior_kl_weight,min_allocation,CRPS,Direction Brier,Tail Brier,Stress CRPS,Stress Tail Brier,Mean predicted tail probability,Observed tail frequency,Stress predicted tail probability,Stress observed tail frequency,Mean pi_D,Mean pi_N,Mean pi_T,Risk monotonic violations,Dir monotonic violations,Delta pi_T risk 0->1,Delta pi_D dir 0->1,Baseline CRPS,Baseline Direction Brier,Baseline Tail Brier,Baseline Stress CRPS,Baseline Stress Tail Brier,CRPS Delta,CRPS Delta %,Direction Brier Delta,Tail Brier Delta,Stress CRPS Delta,Stress Tail Brier Delta
Stage2,S2_07,103,2.0,0.5,0.0,0.05,0.7085261344909668,0.22213084995746613,0.07851361483335495,1.1723155975341797,0.12824378907680511,0.04424485191702843,0.08538461476564407,0.15230603516101837,0.14159291982650757,0.26482638716697693,0.29040443897247314,0.4447692930698395,0,0,0.44801467657089233,0.2016586810350418,0.7085734009742737,0.22281953692436218,0.07894465327262878,1.1716594696044922,0.12799113988876343,-4.7266483306884766e-05,-0.006670654478688353,-0.0006886869668960571,-0.00043103843927383423,0.0006561279296875,0.000252649188041687
Stage2,S2_08,101,2.0,0.5,0.02,0.05,0.769359290599823,0.23117542266845703,0.07830682396888733,1.2412364482879639,0.15693528950214386,0.05280929431319237,0.08692307770252228,0.18209733068943024,0.19847328960895538,0.2619195580482483,0.28957393765449524,0.44850656390190125,0,0,0.4486428201198578,0.20264680683612823,0.7690449357032776,0.2312009334564209,0.07885047793388367,1.2428877353668213,0.15914425253868103,0.00031435489654541016,0.040876011524338084,-2.5510787963867188e-05,-0.0005436539649963379,-0.0016512870788574219,-0.0022089630365371704
Stage2,S2_08,102,2.0,0.5,0.02,0.05,0.7366387844085693,0.21713991463184357,0.07950877398252487,1.4796154499053955,0.19975939393043518,0.043048687279224396,0.08923076838254929,0.1657153069972992,0.2539682686328888,0.264348566532135,0.29021236300468445,0.4454391300678253,0,0,0.44849446415901184,0.2024434357881546,0.7375140190124512,0.21709254384040833,0.08049541711807251,1.49326491355896,0.20547492802143097,-0.0008752346038818359,-0.11867362264568149,4.73707914352417e-05,-0.000986643135547638,-0.013649463653564453,-0.005715534090995789
Stage2,S2_08,103,2.0,0.5,0.02,0.05,0.7085248827934265,0.22213001549243927,0.07851391285657883,1.1723171472549438,0.12824437022209167,0.04423986375331879,0.08538461476564407,0.15228940546512604,0.14159291982650757,0.2653372585773468,0.29024967551231384,0.44441312551498413,0,0,0.4482407867908478,0.20202180743217468,0.7085734009742737,0.22281953692436218,0.07894465327262878,1.1716594696044922,0.12799113988876343,-4.851818084716797e-05,-0.006847304849498511,-0.0006895214319229126,-0.0004307404160499573,0.0006576776504516602,0.00025323033332824707
Stage2,S2_09,101,2.0,0.5,0.05,0.05,0.7693566679954529,0.2311726212501526,0.07830836623907089,1.2412421703338623,0.15693916380405426,0.05277812108397484,0.08692307770252228,0.18200603127479553,0.19847328960895538,0.263180673122406,0.28940433263778687,0.4474150240421295,0,0,0.4492882490158081,0.20355510711669922,0.7690449357032776,0.2312009334564209,0.07885047793388367,1.2428877353668213,0.15914425253868103,0.00031173229217529297,0.04053499057115817,-2.8312206268310547e-05,-0.0005421116948127747,-0.0016455650329589844,-0.00220508873462677
Stage2,S2_09,102,2.0,0.5,0.05,0.05,0.7366389632225037,0.2171381115913391,0.07950994372367859,1.4796348810195923,0.19976671040058136,0.043039675801992416,0.08923076838254929,0.16567692160606384,0.2539682686328888,0.26530301570892334,0.2899719178676605,0.4447250962257385,0,0,0.44893860816955566,0.20312678813934326,0.7375140190124512,0.21709254384040833,0.08049541711807251,1.49326491355896,0.20547492802143097,-0.0008750557899475098,-0.11864937714936324,4.556775093078613e-05,-0.000985473394393921,-0.013630032539367676,-0.005708217620849609
Stage2,S2_09,103,2.0,0.5,0.05,0.05,0.7085225582122803,0.2221284657716751,0.07851450890302658,1.172318935394287,0.12824520468711853,0.04422977194190025,0.08538461476564407,0.1522558033466339,0.14159291982650757,0.26630306243896484,0.2899913489818573,0.44370561838150024,0,0,0.4486824870109558,0.2027072161436081,0.7085734009742737,0.22281953692436218,0.07894465327262878,1.1716594696044922,0.12799113988876343,-5.08427619934082e-05,-0.007175369823860233,-0.0006910711526870728,-0.00043014436960220337,0.0006594657897949219,0.00025406479835510254
Stage3,S3_01,101,2.5,0.5,0.0,0.02,0.7695992588996887,0.2311791479587555,0.07822023332118988,1.2418442964553833,0.15667471289634705,0.05498705804347992,0.08692307770252228,0.18902303278446198,0.19847328960895538,0.2536342144012451,0.28510501980781555,0.46126076579093933,0,0,0.49580004811286926,0.2235811948776245,0.7690449357032776,0.2312009334564209,0.07885047793388367,1.2428877353668213,0.15914425253868103,0.0005543231964111328,0.07207942874030038,-2.1785497665405273e-05,-0.0006302446126937866,-0.0010434389114379883,-0.0024695396423339844
Stage3,S3_01,102,2.5,0.5,0.0,0.02,0.7366200089454651,0.2171994298696518,0.07931294292211533,1.4768620729446411,0.19859579205513,0.04474109783768654,0.08923076838254929,0.17217309772968292,0.2539682686328888,0.25645342469215393,0.28581786155700684,0.45772868394851685,0,0,0.4957159757614136,0.22345498204231262,0.7375140190124512,0.21709254384040833,0.08049541711807251,1.49326491355896,0.20547492802143097,-0.000894010066986084,-0.12121939975909675,0.00010688602924346924,-0.0011824741959571838,-0.016402840614318848,-0.006879135966300964
Stage3,S3_01,103,2.5,0.5,0.0,0.02,0.7088188529014587,0.22211918234825134,0.07845889776945114,1.1726768016815186,0.12841348350048065,0.04556949809193611,0.08538461476564407,0.1578892022371292,0.14159291982650757,0.2575523853302002,0.28586453199386597,0.4565831124782562,0,0,0.49544230103492737,0.2229962795972824,0.7085734009742737,0.22281953692436218,0.07894465327262878,1.1716594696044922,0.12799113988876343,0.0002454519271850586,0.03464029652363006,-0.0007003545761108398,-0.0004857555031776428,0.0010173320770263672,0.0004223436117172241
Stage3,S3_02,101,2.5,0.5,0.0,0.05,0.769511878490448,0.23114164173603058,0.07824528217315674,1.2418317794799805,0.15675297379493713,0.054305244237184525,0.08692307770252228,0.18685311079025269,0.19847328960895538,0.26127320528030396,0.2897210419178009,0.44900578260421753,0,0,0.4483339488506317,0.20218044519424438,0.7690449357032776,0.2312009334564209,0.07885047793388367,1.2428877353668213,0.15914425253868103,0.00046694278717041016,0.060717230618442274,-5.9291720390319824e-05,-0.0006051957607269287,-0.0010559558868408203,-0.0023912787437438965
Stage3,S3_02,102,2.5,0.5,0.0,0.05,0.7366483211517334,0.21716219186782837,0.0793679729104042,1.4777370691299438,0.19894348084926605,0.04425187408924103,0.08923076838254929,0.1701568216085434,0.2539682686328888,0.2638223171234131,0.29036498069763184,0.44581279158592224,0,0,0.44825756549835205,0.20206613838672638,0.7375140190124512,0.21709254384040833,0.08049541711807251,1.49326491355896,0.20547492802143097,-0.0008656978607177734,-0.11738052950870866,6.964802742004395e-05,-0.0011274442076683044,-0.015527844429016113,-0.006531447172164917
Stage3,S3_02,103,2.5,0.5,0.0,0.05,0.7087487578392029,0.2221108376979828,0.07847008109092712,1.1725414991378784,0.1283377856016159,0.04518095403909683,0.08538461476564407,0.15612280368804932,0.14159291982650757,0.26481446623802185,0.29040762782096863,0.4447780251502991,0,0,0.4480092227458954,0.20165018737316132,0.7085734009742737,0.22281953692436218,0.07894465327262878,1.1716594696044922,0.12799113988876343,0.00017535686492919922,0.024747875758261203,-0.0007086992263793945,-0.00047457218170166016,0.0008820295333862305,0.00034664571285247803
Stage3,S3_03,101,2.5,0.5,0.0,0.08,0.7694333791732788,0.23110726475715637,0.07827232033014297,1.2418732643127441,0.15684357285499573,0.053621284663677216,0.08692307770252228,0.18464761972427368,0.19847328960895538,0.26891034841537476,0.2943374216556549,0.43675217032432556,0,0,0.40086686611175537,0.18077829480171204,0.7690449357032776,0.2312009334564209,0.07885047793388367,1.2428877353668213,0.15914425253868103,0.0003884434700012207,0.0505098534516707,-9.366869926452637e-05,-0.0005781576037406921,-0.0010144710540771484,-0.0023006796836853027
Stage3,S3_03,102,2.5,0.5,0.0,0.08,0.7366816401481628,0.21712619066238403,0.07942454516887665,1.4786286354064941,0.19929902255535126,0.04375908896327019,0.08923076838254929,0.1681264042854309,0.2539682686328888,0.27118954062461853,0.29491254687309265,0.43389788269996643,0,0,0.4007982313632965,0.18067604303359985,0.7375140190124512,0.21709254384040833,0.08049541711807251,1.49326491355896,0.20547492802143097,-0.0008323788642883301,-0.11286278536140984,3.364682197570801e-05,-0.0010708719491958618,-0.01463627815246582,-0.006175905466079712
Stage3,S3_03,103,2.5,0.5,0.0,0.08,0.7086800336837769,0.2221037596464157,0.07848118245601654,1.1724027395248413,0.1282593309879303,0.04479486867785454,0.08538461476564407,0.15435712039470673,0.14159291982650757,0.2720750868320465,0.29495108127593994,0.4329737722873688,0,0,0.40057551860809326,0.18030300736427307,0.7085734009742737,0.22281953692436218,0.07894465327262878,1.1716594696044922,0.12799113988876343,0.00010663270950317383,0.015048929208541567,-0.0007157772779464722,-0.00046347081661224365,0.0007432699203491211,0.0002681910991668701
Stage3,S3_04,101,2.5,0.5,0.02,0.02,0.7695977091789246,0.2311777025461197,0.07822093367576599,1.2418452501296997,0.15667609870433807,0.05497107282280922,0.08692307770252228,0.188977912068367,0.19847328960895538,0.254241943359375,0.2849615812301636,0.4607965052127838,0,0,0.49608850479125977,0.22401978075504303,0.7690449357032776,0.2312009334564209,0.07885047793388367,1.2428877353668213,0.15914425253868103,0.0005527734756469727,0.07187791635887587,-2.3230910301208496e-05,-0.0006295442581176758,-0.001042485237121582,-0.0024681538343429565
Stage3,S3_04,102,2.5,0.5,0.02,0.02,0.7366198897361755,0.21719828248023987,0.07931355386972427,1.4768726825714111,0.198599711060524,0.04473613575100899,0.08923076838254929,0.17215213179588318,0.2539682686328888,0.2569487988948822,0.2856723368167877,0.4573788642883301,0,0,0.49593815207481384,0.22381019592285156,0.7375140190124512,0.21709254384040833,0.08049541711807251,1.49326491355896,0.20547492802143097,-0.0008941292762756348,-0.1212355634233089,0.00010573863983154297,-0.001181863248348236,-0.016392230987548828,-0.006875216960906982
Stage3,S3_04,103,2.5,0.5,0.02,0.02,0.7088174223899841,0.22211819887161255,0.07845921814441681,1.1726784706115723,0.12841416895389557,0.04556403309106827,0.08538461476564407,0.15787161886692047,0.14159291982650757,0.25804775953292847,0.2857130765914917,0.45623910427093506,0,0,0.4956609606742859,0.2233484536409378,0.7085734009742737,0.22281953692436218,0.07894465327262878,1.1716594696044922,0.12799113988876343,0.00024402141571044922,0.03443841038556131,-0.0007013380527496338,-0.0004854351282119751,0.0010190010070800781,0.0004230290651321411
Stage3,S3_05,101,2.5,0.5,0.02,0.05,0.769510805606842,0.23114046454429626,0.0782458707690239,1.241832971572876,0.1567542403936386,0.05429229885339737,0.08692307770252228,0.18681621551513672,0.19847328960895538,0.2617635428905487,0.2896047532558441,0.44863173365592957,0,0,0.4485664367675781,0.2025342583656311,0.7690449357032776,0.2312009334564209,0.07885047793388367,1.2428877353668213,0.15914425253868103,0.0004658699035644531,0.060577722046686856,-6.046891212463379e-05,-0.0006046071648597717,-0.0010547637939453125,-0.0023900121450424194
Stage3,S3_05,102,2.5,0.5,0.02,0.05,0.7366483211517334,0.21716129779815674,0.0793684720993042,1.4777458906173706,0.19894671440124512,0.044247813522815704,0.08923076838254929,0.1701396405696869,0.2539682686328888,0.26422247290611267,0.29024726152420044,0.4455302953720093,0,0,0.44843703508377075,0.2023531049489975,0.7375140190124512,0.21709254384040833,0.08049541711807251,1.49326491355896,0.20547492802143097,-0.0008656978607177734,-0.11738052950870866,6.875395774841309e-05,-0.0011269450187683105,-0.015519022941589355,-0.006528213620185852
Stage3,S3_05,103,2.5,0.5,0.02,0.05,0.7087476253509521,0.2221100777387619,0.07847034186124802,1.172542929649353,0.1283382922410965,0.04517652466893196,0.08538461476564407,0.15610837936401367,0.14159291982650757,0.26521408557891846,0.2902853488922119,0.4445006251335144,0,0,0.4481855630874634,0.20193427801132202,0.7085734009742737,0.22281953692436218,0.07894465327262878,1.1716594696044922,0.12799113988876343,0.0001742243766784668,0.024588049232290108,-0.0007094591856002808,-0.0004743114113807678,0.0008834600448608398,0.00034715235233306885
Stage3,S3_06,101,2.5,0.5,0.02,0.08,0.769432544708252,0.23110638558864594,0.07827281206846237,1.2418744564056396,0.15684469044208527,0.05361102893948555,0.08692307770252228,0.18461813032627106,0.19847328960895538,0.2692979872226715,0.2942451238632202,0.4364568591117859,0,0,0.40105050802230835,0.18105806410312653,0.7690449357032776,0.2312009334564209,0.07885047793388367,1.2428877353668213,0.15914425253868103,0.00038760900497436523,0.05040134678474982,-9.454786777496338e-05,-0.0005776658654212952,-0.0010132789611816406,-0.002299562096595764
Stage3,S3_06,102,2.5,0.5,0.02,0.08,0.7366816401481628,0.21712547540664673,0.07942495495080948,1.4786354303359985,0.199301615357399,0.043755821883678436,0.08923076838254929,0.1681126058101654,0.2539682686328888,0.27150624990463257,0.29481926560401917,0.4336744546890259,0,0,0.4009401798248291,0.18090318143367767,0.7375140190124512,0.21709254384040833,0.08049541711807251,1.49326491355896,0.20547492802143097,-0.0008323788642883301,-0.11286278536140984,3.293156623840332e-05,-0.001070462167263031,-0.014629483222961426,-0.006173312664031982
Stage3,S3_06,103,2.5,0.5,0.02,0.08,0.7086790800094604,0.22210317850112915,0.07848138362169266,1.1724036931991577,0.12825971841812134,0.04479134827852249,0.08538461476564407,0.1543455719947815,0.14159291982650757,0.27239111065864563,0.2948543429374695,0.4327545762062073,0,0,0.4007149338722229,0.1805277168750763,0.7085734009742737,0.22281953692436218,0.07894465327262878,1.1716594696044922,0.12799113988876343,0.00010567903518676758,0.014914338449829066,-0.0007163584232330322,-0.0004632696509361267,0.0007442235946655273,0.00026857852935791016
