CRPS,Direction Brier,Tail Brier,Stress CRPS,Stress Tail Brier,Mean predicted tail probability,Observed tail frequency,Stress predicted tail probability,Stress observed tail frequency,Risk monotonic violations,Dir monotonic violations,Delta pi_T risk 0->1,Delta pi_D dir 0->1,Seed,Method,Best Epoch,Best Validation Objective,Mean pi_D,Mean pi_N,Mean pi_T,"Corr(risk, pi_T)","Corr(dir_unc, pi_D)",Near-floor pi_D rate,Near-floor pi_N rate,Near-floor pi_T rate
0.7557321786880493,0.2278415560722351,0.07574263215065002,1.259521484375,0.14678697288036346,0.05804457888007164,0.08307692408561707,0.20480754971504211,0.17142857611179352,0.0,0.0,0.45677241683006287,0.20567356050014496,48,hybrid,54,1.1329466104507446,0.2716433107852936,0.3635195195674896,0.3648372292518616,0.9432554496368943,0.6833831102217492,0.0,0.0,0.0
0.7558796405792236,0.22784121334552765,0.07576251775026321,1.2604353427886963,0.14707429707050323,0.058775000274181366,0.08307692408561707,0.20729124546051025,0.17142857611179352,0.0,0.0,0.46297332644462585,0.22398772835731506,48,monotonic_hybrid,54,1.1360456943511963,0.3032347857952118,0.29686030745506287,0.3999049663543701,0.9331590953801657,0.6540177092415917,0.0,0.0,0.0
0.7400003671646118,0.22409456968307495,0.08598101139068604,1.1619575023651123,0.16853389143943787,0.04192314296960831,0.0946153849363327,0.14886996150016785,0.21698114275932312,,,,,49,crps,58,0.6694823503494263,,,,,,,,
0.7401036620140076,0.2238963395357132,0.08579494804143906,1.1612809896469116,0.16758683323860168,0.04359884187579155,0.0946153849363327,0.15433034300804138,0.21698114275932312,0.0,0.0,0.0,0.0,49,static,58,0.9931519031524658,0.3499999940395355,0.3499999940395355,0.30000001192092896,,,0.0,0.0,0.0
0.7399176359176636,0.22402557730674744,0.08559826761484146,1.159473180770874,0.16649866104125977,0.04610366374254227,0.0946153849363327,0.1633051633834839,0.21698114275932312,0.0,0.0,0.4713450074195862,0.2678782641887665,49,prior,58,1.012628197669983,0.38942983746528625,0.3013760447502136,0.3091941475868225,0.91752361640527,0.6899930248788185,0.0,0.0,0.0
0.7421752214431763,0.2252712845802307,0.08675667643547058,1.1654900312423706,0.17063389718532562,0.03633099049329758,0.0946153849363327,0.13815048336982727,0.21698114275932312,100.0,100.0,-0.8463600277900696,-0.003441140055656433,49,neural,56,0.90064537525177,0.05145353451371193,0.3321285545825958,0.6164179444313049,-0.8846855083670513,-0.6490030925118747,0.9915384650230408,0.1253846138715744,0.005384615622460842
0.7412341833114624,0.2246524691581726,0.0863991230726242,1.1597316265106201,0.16809311509132385,0.04080295190215111,0.0946153849363327,0.1514054834842682,0.21698114275932312,3.0,0.0,0.3370504081249237,0.19268299639225006,49,hybrid,56,0.9893442392349243,0.2798253893852234,0.3904735743999481,0.3297010660171509,0.8943186908708153,0.7984670994478024,0.0,0.0,0.0
0.739912211894989,0.224210724234581,0.08540020138025284,1.1582601070404053,0.1657668948173523,0.048415523022413254,0.0946153849363327,0.1701008826494217,0.21698114275932312,0.0,0.0,0.4628606140613556,0.22374293208122253,49,monotonic_hybrid,58,0.9910805225372314,0.2967504560947418,0.298345148563385,0.40490445494651794,0.9349248923332335,0.6676191166115375,0.0,0.0,0.0
0.7276093363761902,0.22639812529087067,0.07963737845420837,1.3222659826278687,0.1648131161928177,0.04464059695601463,0.08846154063940048,0.16948528587818146,0.21153846383094788,,,,,50,crps,54,0.6917483806610107,,,,,,,,
0.7274658679962158,0.22614462673664093,0.07940176129341125,1.3217636346817017,0.16414780914783478,0.04757468029856682,0.08846154063940048,0.1777343451976776,0.21153846383094788,0.0,0.0,0.0,0.0,50,static,54,1.0502768754959106,0.3499999940395355,0.3499999940395355,0.30000001192092896,,,0.0,0.0,0.0
0.727679431438446,0.22619086503982544,0.07926911860704422,1.320609450340271,0.16357190907001495,0.05021566525101662,0.08846154063940048,0.1883230209350586,0.21153846383094788,0.0,0.0,0.4713450074195862,0.2678782641887665,50,prior,54,1.0737963914871216,0.39166322350502014,0.30113449692726135,0.3072023093700409,0.9141797106879561,0.6720338986101018,0.0,0.0,0.0
0.7278417348861694,0.22649256885051727,0.07920318841934204,1.3226795196533203,0.16433456540107727,0.049734994769096375,0.08846154063940048,0.1783314198255539,0.21153846383094788,100.0,100.0,-0.8484996557235718,-0.002246800810098648,50,neural,54,0.9565441012382507,0.05125248804688454,0.2542019784450531,0.694545567035675,-0.8937337061646062,-0.16342888800876929,1.0,0.2846153974533081,0.003846153849735856
0.7278613448143005,0.22630290687084198,0.0791875422000885,1.3208259344100952,0.16348987817764282,0.051577962934970856,0.08846154063940048,0.19189585745334625,0.21153846383094788,0.0,0.0,0.45686864852905273,0.20577245950698853,50,hybrid,54,1.0569753646850586,0.26793795824050903,0.3653390407562256,0.36672306060791016,0.9424509622566345,0.6815585001092517,0.0,0.0,0.0
0.7279401421546936,0.22628901898860931,0.07916033267974854,1.3203128576278687,0.16335821151733398,0.052374690771102905,0.08846154063940048,0.19505786895751953,0.21153846383094788,0.0,0.0,0.46290111541748047,0.22384598851203918,50,monotonic_hybrid,54,1.0594007968902588,0.2989311218261719,0.2985079288482666,0.4025610387325287,0.9317093611298964,0.6512932954212772,0.0,0.0,0.0
0.6999664306640625,0.21906255185604095,0.07391681522130966,1.2246699333190918,0.17434385418891907,0.04516439512372017,0.08153846114873886,0.16622130572795868,0.22680412232875824,,,,,51,crps,60,0.7729828953742981,,,,,,,,
0.7005795240402222,0.2191026359796524,0.07377584278583527,1.2267252206802368,0.17325231432914734,0.04779982939362526,0.08153846114873886,0.1743934452533722,0.22680412232875824,0.0,0.0,0.0,0.0,51,static,60,1.1431891918182373,0.3499999940395355,0.3499999940395355,0.30000001192092896,,,0.0,0.0,0.0
0.7009768486022949,0.21912555396556854,0.07374399155378342,1.2251497507095337,0.1719960868358612,0.05063013359904289,0.08153846114873886,0.18847116827964783,0.22680412232875824,0.0,0.0,0.4713450074195862,0.2678782641887665,51,prior,60,1.1639081239700317,0.39223673939704895,0.3011777400970459,0.30658552050590515,0.9175241677822165,0.6825575365610455,0.0,0.0,0.0
0.7010266184806824,0.21975566446781158,0.0738113522529602,1.2311533689498901,0.1751277893781662,0.04582378268241882,0.08153846114873886,0.16083252429962158,0.22680412232875824,100.0,100.0,-0.8492507934570312,-0.0029266290366649628,51,neural,60,1.0715669393539429,0.05199790373444557,0.42214933037757874,0.5258527994155884,-0.9308455919373285,-0.370259224023239,0.9676923155784607,0.10923077166080475,0.07615384459495544
0.7007865309715271,0.2192276269197464,0.07376658171415329,1.226688265800476,0.17291341722011566,0.048438895493745804,0.08153846114873886,0.17826443910598755,0.22680412232875824,19.0,0.0,0.28335675597190857,0.11434793472290039,51,hybrid,60,1.142799735069275,0.3121708333492279,0.3814464807510376,0.3063827157020569,0.5561004936725285,0.852507215927112,0.0,0.0,0.0
0.70146244764328,0.21935227513313293,0.07369060814380646,1.224392294883728,0.1714182198047638,0.05314599350094795,0.08153846114873886,0.19670769572257996,0.22680412232875824,0.0,0.0,0.4629976749420166,0.22388386726379395,51,monotonic_hybrid,60,1.1526626348495483,0.29949724674224854,0.29887261986732483,0.401630163192749,0.9351091569327,0.6626930338945619,0.0,0.0,0.0
